phoneNumber,extension,status,locationId,locationName,assigned,ownerType,ownerName,ownerId,numberType
+13098202698,,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2EyMTZhOGRkLThiODMtNDliZi1hYWI1LWM3MTg1N2JhMDQ0MQ,CUBE_MDW_1,yes,CONTACT_CENTER_ADAPTER,,Y2lzY29zcGFyazovL3VzL0NPTlRBQ1RfQ0VOVEVSX0FEQVBURVIvZDJOalh6a3lUbUY1ZWxCbVZHMTFZMGxPTUc1MVMwNHhOMmM0T0RBMVgxZERRMEF6TVRFek5EY3lOQzVqYVhOamJ5MWlZMnhrTG1OdmJRPT0,
+13098202699,8202699,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OLzRkMDcyODNhLTM4MjgtNGQzNC05MjA1LWUxZTNiNzZkYTRjYg,MOD- MEX,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS83MzcyNjE2MC05ZWQwLTQ0ZTUtYmVkOC1kNWIwMGNjYzEwZGM,
+13098209423,,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2EyMTZhOGRkLThiODMtNDliZi1hYWI1LWM3MTg1N2JhMDQ0MQ,CUBE_MDW_1,yes,CONTACT_CENTER_ADAPTER,,Y2lzY29zcGFyazovL3VzL0NPTlRBQ1RfQ0VOVEVSX0FEQVBURVIvZDJOalgyVjZPVXhsZVdweVUzTjFVQzFPV2pNM1IxOUlWRkV4TXpjNVgxZERRMEF6TVRFek5EY3lOQzVqYVhOamJ5MWlZMnhrTG1OdmJRPT0,
+13098311000,8311000,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9lMjkxODM2Ny1kZGJiLTQxMjQtYjU1Ny1lY2E5OTIyNjcyZjU,
+13098311001,8311001,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8wNWZjNDdhMy0yZGRlLTRmNzMtYjU2MC0yMjVlMGYwMzM2NWI,
+13098311002,8311002,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82N2RkZWU1NC1mNTEwLTQyZWQtOGM0MC0wZDIzZjM3YjcwY2E,
+13098311003,8311003,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS81YjIzN2IxMy05ZmRiLTQ4MWEtYjU5ZS01ZTU3MzA4OGMxZDE,
+13098311004,8311004,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82MTBkMjNjOC01YzJhLTQxODMtODUzNy1iYjY1NTI4NzVjZDY,
+13098311005,8311005,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8xMzA1ZjJjOS1iMTJjLTQ3ZTQtOTMxYi1iNzI3NjRiYjY2ODY,
+13098311006,8311006,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9hMTQxMzA0NS03OWI4LTQxNzQtYmZkYy05N2RiNTY1MGM0NDE,
+13098311007,8311007,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82ZGNkYTAxMi00ZDk5LTQzNmYtOGJhNC04OWViMDc2YWFhYzI,
+13098311008,8311008,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82OWFhZTYyNi1lZmFmLTQ2MjYtYmI3NC03YTBlNTgyYTVlZWE,
+13098311009,8311009,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82Njc5YTk2ZC1kZjU0LTRlNWYtODc5OC02ZDE4YzhhNDZlMjg,
+13098311010,8311010,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8wYTg3ODIwMi1hMjdmLTQzNTktODUzZi03ZjE2OTE0NjJiMGE,
+13098311011,8311011,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8yYmFmZTJkNC1lZTRlLTQxZGQtYWYwYS05ZWI0YTJmM2Q1MjY,
+13098311012,8311012,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS85MjNjNjY4Ny0yOTAxLTRmY2UtOWUyMi05OGFhNjM2YmI1OGU,
+13098311013,8311013,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS80MTk2MmU2Zi1hNTFlLTRjZTktYWE1YS1mOTg4YjU0YjFmOWU,
+13098311014,8311014,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8xMDA5Y2Q3NS1hOWZjLTRmNDgtYTQ4MS05NWY0YjAyNGFkNTk,
+13098311015,8311015,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8zZGVmOWJlMy1iYTllLTQ4OGItYTU4Ny03MWJmZjFhMzBiNmM,
+13098311016,8311016,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8xMDU1ZjI4NC0zMzVhLTQyMmMtYmIxNi04YWEwZDdmMGU1MmY,
+13098311017,8311017,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS81MjU4MjcwOC1hMGZlLTQ2ZDktOTI4Ny1hNjE3N2YzMDMyMzE,
+13098311018,8311018,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS81YmNhYmQwNi0yNTA5LTRmYmEtYWYzNi03MWZkYTEyMmIzZDA,
+13098311019,8311019,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8yZGZmMGNiMS1mZDk0LTQ2MTYtODdhNS0yN2Y2YThmYTBiYWU,
+13098311020,8311020,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9jYTI0Njc0Yi01MmQ2LTQ4NmItOTk3NS1jN2Q1NmRlNWNmNDY,
+13098311021,8311021,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9jNjE0N2E2YS01MDMxLTQwOGEtYmVjZi1kOGExOWZiY2Q4YTU,
+13098311022,8311022,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82YjVhYzA5My04YjljLTRkZDYtOWJlZS1lYTFkOWM1ZGUxNjk,
+13098311023,8311023,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8xYzBlODg3OC0yYmZhLTQzY2MtYmNmMS1jZDk5MmEwMGVlYzY,
+13098311024,8311024,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS83NjE5YjFiMS1kNGIyLTRlYWQtYTY1NS00ZWU5MGI3MGFhMzM,
+13098311025,8311025,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9iNTllMDc2OS00NTMxLTQ2NzEtOTgzZC0wMjBmOTZkMDRmZTk,
+13098311026,8311026,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS85YjU0YmQ2My0xMmEwLTRlZjItODFlOC1kOTY3MTZiMTA3ZjE,
+13098311027,8311027,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9lMGU5MzRhNS1mMzNkLTQyZmMtYTlmNi04MGZmMDY0Mzc4NjU,
+13098311028,8311028,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS82MmI2NmYyOS02MmIzLTRmYzYtOGY4Ni02MDQwZWM0NGZiYzA,
+13098311029,8311029,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS81YWRhYjc2Mi01NmE3LTRiNDgtODQ4Mi0wMTFjOTk5NTM2ZWM,
+13098311030,8311030,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8xMjgzNTU5My1lMDE1LTQ5OWUtOWIxYS1hOGZiOTMwMjIwYTM,
+13098311031,8311031,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9kNWQ1OTdkYy0xYTlhLTQxMmYtYWZmNS1iM2JhYjVkMGJlZGE,
+13098311032,8311032,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS81YzQ0MjAwZi04ZDk5LTRmZmItOWJmNS1iZDkzZmNhYmQ4MjY,
+13098311033,8311033,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9lMTZhZGIxNS05ODJhLTQyMDQtOWNhNi03ZmY4NmQ4ZDQzOWU,
+13098311034,8311034,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8zMjlmNDEwYi01N2ExLTRmNzYtYjAxMC04ODFiZjY5NDU0NTk,
+13098311035,8311035,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9jMjg2ZWEwMi04NWFjLTQyMzgtYTkxZC0yYTRjNTY4ZTNjYTA,
+13098311036,8311036,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS9hNzZmMzQ5ZS0wZGFiLTQ4M2QtOWJiNi0xNTU3MzY1ODJmOGI,
+13098311037,8311037,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8yNmVmNTMyMS03YzMyLTQyODgtYWI3Yy0wZmUwMTVhNmUwMjc,
+13098311038,8311038,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8wZGJkNDYzNS0zYjE1LTQyNmYtOTJmYy03NDQ2Yjc0ZWE1MmY,
+13098311039,8311039,,Y2lzY29zcGFyazovL3VzL0xPQ0FUSU9OL2Y2OWU4NDg3LWVlNjktNGYyNy1iNGU2LWIyZjM4MTlmYjA3OA,USA,yes,VIRTUAL_LINE,,Y2lzY29zcGFyazovL3VzL1ZJUlRVQUxfTElORS8wYjQ4NzU3ZS0xOTk2LTQwOGMtOTM1Ny0yOTk3ZGUwNDg3ZTk,
